originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isAdult,numRegions,userReviewsTotal,is_Documentary,is_History,is_Adventure,is_Thriller,is_Game-Show,is_Comedy,is_Sci-Fi,is_Romance,is_Biography,is_Musical,is_Western,is_Music,is_Film-Noir,is_Adult,is_Reality-TV,is_News,is_Action,is_Crime,is_Short,is_Fantasy,is_Family,is_Mystery,is_Talk-Show,is_Drama,is_Sport,is_War,is_Horror,is_Animation,fill_runtimeMinutes,is_from_Oceania,is_from_North America,is_from_South America,is_from_Asia,is_from_Africa,is_from_Europe,countryOfOrigin,countryOfOrigin_freq_enc,countryOfOrigin_NA,countryOfOrigin_AF,countryOfOrigin_AS,countryOfOrigin_EU,countryOfOrigin_OC,countryOfOrigin_SA,countryOfOrigin_UNK,fill_runtimeMinutes_Bruno
JFK: The Final Evidence,8,2023,2023.0,,0.0,32,5,0,20,0,tvMiniSeries,0,True,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,90.0
Colours,7,2003,2003.0,20.0,1.0,31,2,0,31,0,short,0,False,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,20.0
You Never Left,8,2010,2010.0,8.0,0.0,14,5,0,27,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,8.0
Histoire de rire,7,1941,1941.0,,0.0,17,1,0,23,0,movie,0,False,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['FR'],0.0459731730394612,0,0,0,1,0,0,0,83.0
In His Father's House,8,1981,1981.0,49.0,0.0,85,1,0,85,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,49.0
Disco,8,2013,2013.0,29.0,0.0,10,0,0,66,0,short,0,False,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,29.0
Heaven Scent,7,1997,1997.0,,0.0,121,3,0,111,0,tvEpisode,0,False,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0
Soft Like Me,7,1996,1996.0,26.0,0.0,60,2,0,20,2,short,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,26.0
Candid Candid Camera Volume 6,5,1987,1987.0,60.0,0.0,47,6,0,11,0,video,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,60.0
The vow of obedience (An obedient hostage),9,2022,2022.0,,0.0,7,1,0,3,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12.0,0,0,0,0,0,1,['RU'],0.0079590360104636,0,0,0,1,0,0,0,15.0
Wake up! Kabigon!,8,1998,1998.0,22.0,0.0,551,2,0,39,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,22.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,22.0
1647: Imaginary Friends,8,1992,1992.0,28.0,0.0,13,1,0,24,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,28.0
Ashbah,6,1982,1982.0,143.0,0.0,15,12,0,10,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.0,0,0,0,1,0,0,['IR'],0.0045639227472588,0,0,1,0,0,0,0,143.0
The Diplomat,8,2023,,50.0,3.0,61747,62,5,678,28,tvSeries,22,True,0,24,462,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.0,0,1,0,0,0,1,"['GB', 'US']",0.4958535092113318,1,0,0,1,0,0,0,50.0
Don't Shoot Me Close-up,9,2017,2017.0,11.0,0.0,8,2,0,7,0,short,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.0,0,0,0,1,0,0,['AZ'],0.0001113151889575,0,0,1,0,0,0,0,11.0
Pillow Talk,8,1988,1988.0,47.0,0.0,101,2,0,72,1,tvEpisode,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,47.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,47.0
The Uninvited,4,2008,2008.0,97.0,0.0,1128,1,1,45,1,movie,0,False,0,3,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,97.0
Fallout: The Wastes,8,2011,2011.0,12.0,0.0,16,2,0,25,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,12.0
Japan: The Future,8,2008,2008.0,46.0,0.0,24,2,0,18,0,tvEpisode,0,False,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,46.0
Christmas Is,5,1970,1970.0,30.0,0.0,135,3,0,39,0,tvMovie,0,False,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Hae-pi Too-ge-deo,8,1999,1999.0,65.0,0.0,46,20,0,10,0,tvSeries,0,True,0,5,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,65.0,0,0,0,1,0,0,['KR'],0.0091835030889964,0,0,1,0,0,0,0,65.0
Home Is Where the Hart Is,5,1987,1987.0,94.0,0.0,157,2,0,97,0,movie,0,False,0,8,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,0,1,0,0,0,0,['CA'],0.034563366171314,1,0,0,0,0,0,0,94.0
Manila,7,2006,2006.0,6.0,1.0,32,1,0,10,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,6.0
Episode #3.8,6,1997,1997.0,,0.0,7,0,0,4,0,tvEpisode,0,False,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,42.0
"The Forbidden City, Pekin",4,1901,1901.0,,0.0,41,1,0,2,0,short,0,False,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,14.0
The Punished,9,2012,2012.0,94.0,0.0,13,1,0,64,0,movie,0,False,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,94.0
Post Telefonic Suspendat Temporar,7,2002,2002.0,14.0,0.0,5,0,0,3,0,short,0,False,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,1,['RO'],0.0030055101018533,0,0,0,1,0,0,0,14.0
En fisker i Hanstholm,5,1977,1977.0,62.0,0.0,12,1,0,10,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,1,['DK'],0.0067345689319307,0,0,0,1,0,0,0,62.0
The Incorrigible Dukane,7,1915,1915.0,40.0,0.0,29,2,0,17,1,short,0,False,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,40.0
Facing Fearful Odds,8,1974,1974.0,51.0,0.0,88,2,0,40,1,tvEpisode,0,False,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,51.0
Dokunmayin Sabanima,8,1979,1979.0,,0.0,4191,6,0,51,0,movie,0,False,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,1,0,0,['TR'],0.0104079701675293,0,0,1,0,0,0,0,97.0
When Flanders Failed,9,1991,1991.0,30.0,0.0,4138,5,0,163,0,tvEpisode,0,False,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Unsere deutschen Kleinstädter,9,1964,1964.0,90.0,0.0,12,0,0,18,0,tvMovie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,0,1,['XWG'],0.0135247954583402,0,0,0,0,0,0,1,90.0
Der Fangschuß,7,1976,1976.0,,2.0,1443,10,0,42,10,movie,2,False,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,90.0,0,0,0,0,0,1,"['FR', 'XWG']",0.0594979684978015,0,0,0,1,0,0,1,83.0
Maldoror,7,1977,1977.0,100.0,0.0,20,2,0,22,0,movie,0,False,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100.0,0,0,0,0,0,1,['IT'],0.0234875048700395,0,0,0,1,0,0,0,100.0
Ikke Uten Min Søster,6,2021,2021.0,,0.0,16,0,0,92,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40.0,0,0,0,0,0,1,['NO'],0.0050648410975677,0,0,0,1,0,0,0,41.0
Predator: Dark Ages,7,2015,2015.0,27.0,0.0,2862,16,0,247,5,short,0,False,0,5,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,27.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,27.0
Haven: Origins,7,2014,2015.0,,0.0,19,5,0,81,0,tvSeries,0,True,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Mimara,8,1991,1991.0,30.0,0.0,15,0,0,8,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1,['HR'],0.0014470974564479,0,0,0,1,0,0,0,30.0
El Banat Ayza Eih,6,1980,1980.0,,0.0,95,3,0,19,0,movie,0,False,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,0,1,0,['EG'],0.0034507708576835,0,1,0,0,0,0,0,86.0
Sundaranga Jaana,8,2016,2016.0,,0.0,56,34,1,18,0,movie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,90.0
Angels Around Me,3,2013,2013.0,93.0,1.0,108,8,1,79,0,movie,0,False,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,93.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,93.0
Hyper Show,7,1983,1983.0,,0.0,9,0,0,54,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,45.0
Tangier,8,2014,2014.0,,0.0,237,2,0,200,4,tvEpisode,0,False,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,27.0
The Best Laid Plans,9,1996,1996.0,50.0,0.0,37,2,0,80,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,50.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,50.0
Dr. Henry Lee: The Modern Day Charlie Chan,6,2007,2007.0,,0.0,9,0,0,9,0,video,0,False,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,77.0
Opie and the Carnival,8,1965,1965.0,30.0,0.0,302,11,0,40,0,tvEpisode,0,False,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Pink Lips,5,2012,2012.0,,0.0,8,0,0,25,1,video,0,False,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,58.0
Insatiable,7,1980,1980.0,77.0,0.0,678,0,0,43,17,movie,0,False,1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,77.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,77.0
Blondie,6,1985,1985.0,90.0,0.0,10,0,0,24,0,movie,0,False,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,90.0
Three Wishes,6,1989,1989.0,35.0,0.0,45,8,0,85,0,video,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,35.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,35.0
XXXVII Festival Internacional de Cine de San Sebastián - Ceremonia de clausura,10,1989,1989.0,,0.0,91,0,0,5,0,tvSpecial,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,75.0
Meet the Shannons,8,2011,2011.0,44.0,0.0,127,1,0,180,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,44.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,44.0
La fiera,8,1983,1984.0,,2.0,52,3,0,64,0,tvSeries,0,True,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31.0,0,1,0,0,0,0,['MX'],0.0136361106472978,1,0,0,0,0,0,0,30.0
Drive Thru History,10,2005,,,0.0,149,39,0,48,0,tvSeries,0,True,0,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,30.0
Roast-Beef and Movies,4,1934,1934.0,16.0,0.0,270,4,0,18,2,short,0,False,0,1,12,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,16.0
La Cucaracha,6,1998,1998.0,95.0,1.0,413,10,0,191,11,movie,0,False,0,10,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,95.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,95.0
Hokm al kawi,8,1951,1951.0,103.0,0.0,21,2,0,10,0,movie,0,False,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,103.0,0,0,0,0,1,0,['EG'],0.0034507708576835,0,1,0,0,0,0,0,103.0
Lulu's Curls,9,2009,2009.0,,0.0,5,1,0,24,0,short,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,17.0
Shrinks Across the Sea,8,1975,1975.0,,0.0,103,0,0,46,1,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,47.0
Rondaus,7,1994,1994.0,72.0,0.0,8,0,0,44,0,movie,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,72.0,0,0,0,0,0,1,['FI'],0.0075137752546334,0,0,0,1,0,0,0,72.0
S.O.B.,8,2009,2009.0,45.0,0.0,3195,4,0,146,1,tvEpisode,0,False,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,45.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,45.0
The Hurricane Heist,6,2018,2018.0,103.0,0.0,22710,50,51,649,118,movie,0,False,0,41,250,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,103.0,0,1,0,0,0,1,"['GB', 'US']",0.4958535092113318,1,0,0,1,0,0,0,103.0
The Grandmothers,9,1971,1971.0,25.0,0.0,110,27,0,30,0,tvEpisode,0,False,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,25.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,25.0
I Want to Be Him,8,2021,2021.0,49.0,0.0,2451,5,0,236,2,tvEpisode,0,False,0,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,49.0
Verine John,6,1974,1974.0,18.0,0.0,11,9,0,6,0,short,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,18.0,0,0,0,0,0,1,['SUHH'],0.0132465074859464,0,0,0,0,0,0,1,18.0
Fei zi ying xiong lian meng,5,2018,2018.0,78.0,0.0,13,16,0,37,0,movie,0,False,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,78.0,0,0,0,1,0,0,"['CN', 'TW']",0.0101853397896142,0,0,2,0,0,0,0,78.0
Baggage,7,2007,2007.0,22.0,0.0,157,2,0,93,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,22.0
On Angel Wings,5,2014,2014.0,28.0,0.0,46,5,1,48,0,tvMovie,0,False,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,28.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,28.0
Mozg Sovietskoi Rossii,6,1919,1919.0,14.0,0.0,24,1,0,6,0,short,0,False,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,1,['RU'],0.0079590360104636,0,0,0,1,0,0,0,14.0
Episode #2.3,7,1987,1987.0,,0.0,14,0,0,39,0,tvEpisode,0,False,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,46.0
La noche de Santa Isabel,9,2007,2007.0,69.0,0.0,70,1,0,167,0,tvEpisode,0,False,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,69.0,0,0,0,0,0,1,['ES'],0.0180887182055991,0,0,0,1,0,0,0,69.0
The Absence of War,8,1995,1995.0,90.0,0.0,34,8,0,55,0,tvEpisode,0,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,90.0
Trollstemt - Norsk folkemusikk,9,2023,,39.0,0.0,9,1,0,54,0,tvSeries,0,True,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.0,0,0,0,0,0,1,['NO'],0.0050648410975677,0,0,0,1,0,0,0,39.0
Crab Day,8,2023,2023.0,,3.0,81,4,0,11,2,short,1,False,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,11.0
La Reina de Indias y el Conquistador,7,2020,2020.0,50.0,0.0,226,52,1,154,5,tvSeries,1,True,0,17,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50.0,0,0,1,0,0,0,['CO'],0.0012244670785328,0,0,0,0,0,1,0,50.0
Saat Saheliyan,6,2010,2010.0,,0.0,22,1,0,19,0,movie,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,90.0,0,0,0,1,0,0,['IN'],0.0342850781989202,0,0,1,0,0,0,0,95.0
Vision Shorts,10,2010,2010.0,,0.0,22,1,0,6,0,tvMovie,0,False,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,89.0
The Jacaranda,9,2022,2022.0,,0.0,5,2,0,12,0,video,0,False,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,84.0
Together Alone,8,1991,1991.0,87.0,3.0,129,2,0,9,3,movie,0,False,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,87.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,87.0
Humanoids from Atlantis,5,1992,1992.0,45.0,0.0,109,3,0,32,2,movie,0,False,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,45.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,45.0
Dnes naposled,9,1958,1958.0,99.0,0.0,111,74,0,59,0,movie,0,False,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,99.0,0,0,0,0,0,1,['CSHH'],0.0041186619914287,0,0,0,0,0,0,1,99.0
Gold Rush: The Legend of Porcupine Creek,6,2020,2020.0,,0.0,8,1,0,7,0,tvMovie,0,False,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,86.0
Alike Princesses: Part 1,9,2003,2003.0,,0.0,81,5,0,14,0,tvEpisode,0,False,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,40.0,0,0,0,1,0,0,['JP'],0.0470863249290365,0,0,1,0,0,0,0,42.0
To Kill a Billionaire,7,1993,1993.0,45.0,0.0,36,0,0,82,0,tvEpisode,0,False,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,45.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,45.0
Episode #1.2,8,2014,2014.0,59.0,0.0,41,1,0,120,0,tvEpisode,0,False,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59.0,0,0,0,0,0,1,['GB'],0.0987922301998107,0,0,0,1,0,0,0,59.0
My Nephew Emmett,7,2017,2017.0,20.0,6.0,755,5,0,34,21,short,1,False,0,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,20.0,0,1,0,0,0,0,['US'],0.3970612790115211,1,0,0,0,0,0,0,20.0
